Date,Day,Fajr,FajrIqamah,Sunrise,Dhuhr,DhuhrIqamah,Asr,AsrIqamah,Maghrib,MaghribIqamah,Isha,IshaIqamah,Tomorrow_Fajr
25/11/2024,Monday,06:09:00,06:14:00,07:58:00,11:54:00,11:59:00,13:30:00,13:35:00,15:49:00,15:54:00,17:39:00,17:44:00,06:08:00
26/11/2024,Tuesday,06:10:00,06:15:00,07:59:00,11:54:00,11:59:00,13:29:00,13:34:00,15:48:00,15:53:00,17:39:00,17:44:00,06:09:00
27/11/2024,Wednesday,06:12:00,06:17:00,08:01:00,11:55:00,12:00:00,13:29:00,13:34:00,15:47:00,15:52:00,17:38:00,17:43:00,06:10:00
28/11/2024,Thursday,06:13:00,06:18:00,08:03:00,11:55:00,12:00:00,13:28:00,13:33:00,15:46:00,15:51:00,17:37:00,17:42:00,06:12:00
29/11/2024,Friday,06:14:00,06:19:00,08:05:00,11:56:00,12:01:00,13:27:00,13:32:00,15:45:00,15:50:00,17:37:00,17:42:00,06:13:00
30/11/2024,Saturday,06:16:00,06:21:00,08:06:00,11:56:00,12:01:00,13:27:00,13:32:00,15:44:00,15:49:00,17:36:00,17:41:00,06:14:00
01/12/2024,Sunday,06:17:00,06:22:00,08:08:00,11:56:00,12:01:00,13:26:00,13:31:00,15:43:00,15:48:00,17:36:00,17:41:00,06:16:00
02/12/2024,Monday,06:18:00,06:23:00,08:09:00,11:57:00,12:02:00,13:26:00,13:31:00,15:43:00,15:48:00,17:35:00,17:40:00,06:17:00
03/12/2024,Tuesday,06:19:00,06:24:00,08:11:00,11:57:00,12:02:00,13:26:00,13:31:00,15:42:00,15:47:00,17:35:00,17:40:00,06:18:00
04/12/2024,Wednesday,06:21:00,06:26:00,08:12:00,11:57:00,12:02:00,13:25:00,13:30:00,15:41:00,15:46:00,17:34:00,17:39:00,06:19:00
05/12/2024,Thursday,06:22:00,06:27:00,08:14:00,11:58:00,12:03:00,13:25:00,13:30:00,15:41:00,15:46:00,17:34:00,17:39:00,06:21:00
06/12/2024,Friday,06:23:00,06:28:00,08:15:00,11:58:00,12:03:00,13:25:00,13:30:00,15:40:00,15:45:00,17:34:00,17:39:00,06:22:00
07/12/2024,Saturday,06:24:00,06:29:00,08:16:00,11:59:00,12:04:00,13:24:00,13:29:00,15:40:00,15:45:00,17:34:00,17:39:00,06:23:00
08/12/2024,Sunday,06:25:00,06:30:00,08:18:00,11:59:00,12:04:00,13:24:00,13:29:00,15:39:00,15:44:00,17:33:00,17:38:00,06:24:00
09/12/2024,Monday,06:26:00,06:31:00,08:19:00,12:00:00,12:05:00,13:24:00,13:29:00,15:39:00,15:44:00,17:33:00,17:38:00,06:25:00
10/12/2024,Tuesday,06:27:00,06:32:00,08:20:00,12:00:00,12:05:00,13:24:00,13:29:00,15:39:00,15:44:00,17:33:00,17:38:00,06:26:00
11/12/2024,Wednesday,06:28:00,06:33:00,08:21:00,12:01:00,12:06:00,13:24:00,13:29:00,15:39:00,15:44:00,17:33:00,17:38:00,06:27:00
12/12/2024,Thursday,06:29:00,06:34:00,08:22:00,12:01:00,12:06:00,13:24:00,13:29:00,15:38:00,15:43:00,17:33:00,17:38:00,06:28:00
13/12/2024,Friday,06:29:00,06:34:00,08:23:00,12:01:00,12:06:00,13:24:00,13:29:00,15:38:00,15:43:00,17:33:00,17:38:00,06:29:00
14/12/2024,Saturday,06:30:00,06:35:00,08:24:00,12:02:00,12:07:00,13:24:00,13:29:00,15:38:00,15:43:00,17:34:00,17:39:00,06:29:00
15/12/2024,Sunday,06:31:00,06:36:00,08:25:00,12:02:00,12:07:00,13:25:00,13:30:00,15:38:00,15:43:00,17:34:00,17:39:00,06:30:00
16/12/2024,Monday,06:32:00,06:37:00,08:26:00,12:03:00,12:08:00,13:25:00,13:30:00,15:39:00,15:44:00,17:34:00,17:39:00,06:31:00
17/12/2024,Tuesday,06:32:00,06:37:00,08:27:00,12:03:00,12:08:00,13:25:00,13:30:00,15:39:00,15:44:00,17:34:00,17:39:00,06:32:00
18/12/2024,Wednesday,06:33:00,06:38:00,08:28:00,12:04:00,12:09:00,13:26:00,13:31:00,15:39:00,15:44:00,17:35:00,17:40:00,06:32:00
19/12/2024,Thursday,06:34:00,06:39:00,08:28:00,12:04:00,12:09:00,13:26:00,13:31:00,15:39:00,15:44:00,17:35:00,17:40:00,06:33:00
20/12/2024,Friday,06:34:00,06:39:00,08:29:00,12:05:00,12:10:00,13:26:00,13:31:00,15:40:00,15:45:00,17:36:00,17:41:00,06:34:00
21/12/2024,Saturday,06:35:00,06:40:00,08:29:00,12:05:00,12:10:00,13:27:00,13:32:00,15:40:00,15:45:00,17:36:00,17:41:00,06:34:00
22/12/2024,Sunday,06:35:00,06:40:00,08:30:00,12:06:00,12:11:00,13:27:00,13:32:00,15:41:00,15:46:00,17:37:00,17:42:00,06:35:00
23/12/2024,Monday,06:35:00,06:40:00,08:30:00,12:06:00,12:11:00,13:28:00,13:33:00,15:42:00,15:47:00,17:37:00,17:42:00,06:35:00
24/12/2024,Tuesday,06:36:00,06:41:00,08:31:00,12:07:00,12:12:00,13:29:00,13:34:00,15:42:00,15:47:00,17:38:00,17:43:00,06:35:00
25/12/2024,Wednesday,06:36:00,06:41:00,08:31:00,12:07:00,12:12:00,13:29:00,13:34:00,15:43:00,15:48:00,17:39:00,17:44:00,06:36:00
26/12/2024,Thursday,06:36:00,06:41:00,08:31:00,12:08:00,12:13:00,13:30:00,13:35:00,15:44:00,15:49:00,17:39:00,17:44:00,06:36:00
27/12/2024,Friday,06:37:00,06:42:00,08:31:00,12:08:00,12:13:00,13:31:00,13:36:00,15:45:00,15:50:00,17:40:00,17:45:00,06:36:00
28/12/2024,Saturday,06:37:00,06:42:00,08:31:00,12:09:00,12:14:00,13:32:00,13:37:00,15:46:00,15:51:00,17:41:00,17:46:00,06:37:00
29/12/2024,Sunday,06:37:00,06:42:00,08:31:00,12:09:00,12:14:00,13:33:00,13:38:00,15:47:00,15:52:00,17:42:00,17:47:00,06:37:00
30/12/2024,Monday,06:37:00,06:42:00,08:31:00,12:10:00,12:15:00,13:34:00,13:39:00,15:48:00,15:53:00,17:43:00,17:48:00,06:37:00
31/12/2024,Tuesday,06:37:00,06:42:00,08:31:00,12:10:00,12:15:00,13:34:00,13:39:00,15:49:00,15:54:00,17:44:00,17:49:00,06:37:00
